#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
9393994;718528012530;SABIN MEDICINA DIAGNOSTICA JARDINS MANGUEIRAL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9682139;718528014231;SABIN MEDICINA DIAGNOSTICA 110 NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027929;718528001768;SABIN MEDICINA DIAGNOSTICA TORRE II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9460373;718528013006;SABIN MEDICINA DIAGNOSTICA SANTA MARIA II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5085179;718528003469;SABIN MEDICINA DIAGNOSTICA ED VITORIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027910;718528000362;SABIN MEDICINA DIAGNOSTICA SUDOESTE 104;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9220445;718528011305;SABIN MEDICINA DIAGNOSTICA SOBRADINHO CENTRAL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6349463;718528005089;SABIN MEDICINA DIAGNOSTICA SHOPPING FELICITTA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9698159;1032209001090;CHECK UP POSTO DE COLETA NOSSA CLINICA;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9064362;61486650084778;DIAGNOSTICOS DA AMERICA S A;SP;Cachoeira Paulista;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9214275;46043998000374;SABIN MEDICINA DIAGNOSTICA NOVA CAMPINAS;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5657709;46043998000102;SABIN MEDICINA DIAGNOSTICA MATRIZ CAMPINAS;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2239876;87827689001000;LABORATORIO UNIMED POSTO DE COLETA PINHEIRO MACHADO;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9682120;87827689004106;POSTO DE COLETA HOSPITAL UNIMED;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7473583;19378769008231;INSTITUTO HERMES PARDINI S A;MG;Sabará;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9295836;61486650081752;FRISCHMANN AISENGART MED DIAG BARREIRINHA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5553776;61486650039713;FRISCHMANN AISENGART MED DIAG MERCES;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512304;61486650040134;FRISCHMANN AISENGART MED DIAG FONTANA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9577890;79525507000380;SABIN MEDICINA DIAGNOSTICA TRINDADE;SC;Florianópolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9318305;5465560002774;GHANEM LABORATORIO CLINICO;SC;Garuva;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9359885;19378769007693;INSTITUTO HERMES PARDINI FILIAL SAO BENEDITO;MG;Santa Luzia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3811492;44401933000409;MEDICAL MEDICINA LABORATORIAL E DIAGNOSTICA;SP;São Caetano do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9939725;45697141000305;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
927171;61486650105015;LAB GHANEM PSC MAX COLIN DASA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5696526;5465560000640;LAB GHANEM PSC PIRABEIRABA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6731716;5465560000801;LAB GHANEM PSC MULHER;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9970606;61486650103829;LAB GHANEM PSC IRIRIU DASA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6979440;5465560001450;LAB GHANEM PSC MSJ;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2937247;2278625003322;CONFIANCE MEDICINA DIAGNOSTICA;SP;Sumaré;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9354352;6788751001091;SABIN MEDICINA DIAGNOSTICA;PR;Londrina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9354263;6788751000443;SABIN MEDICINA DIAGNOSTICA;PR;Londrina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287191;75317495001581;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
427446;1875153001460;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7806558;61486650084859;DIAGNOSTICOS DA AMERICA S A;SP;Lorena;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9795987;61486650083704;DIAGNOSTICOS DA AMERICA S A;PR;Campina Grande do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2038919;50699404000193;SANCET MATRIZ;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9340645;4572038002214;AMARAL COSTA MEDICINA DIAGNOSTICAS UNIDADE CIDADE NOVA VI;PA;Ananindeua;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7596901;83365700000964;LABORATORIO SABIN;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9295321;4572038001404;LABORATORIO AMARAL COSTA UNIDADE MARAMBAIA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6611664;4572038001080;LABORATORIO AMARAL COSTA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7591500;13503479002417;LABCHECAP;BA;Lauro de Freitas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9351434;17778754001818;LABORATORIO SANTA LUCILIA LTDA;MG;Araxá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9170030;19378769010643;INSTITUTO HERMES PARDINI FILIAL FLORAMAR;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368294;19378769003191;LABORATORIO HERMES PARDINI UNIDADE IPIRANGA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368014;19378769000761;LABORATORIO HERMES PARDINI UNIDADE BERNARDO MONTEIRO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7039212;21516281002587;LABORATORIO GERALDO LUSTOSA UNIDADE BARBACENA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662521;19378769009475;INSTITUTO HERMES PARDINI S A FILIAL NIQUELINA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9031693;19378769009556;INSTITUTO HERMES PARDINI SA;MG;Caeté;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7333595;19378769001733;HERMES PARDINI ELDORADO II;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9307672;19378769008908;INSTITUTO HERMES PARDINI FILIAL NOVA LIMA;MG;Nova Lima;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9275452;13503479003227;LABCHECAP CAJAZEIRAS VIII;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9055401;13503479002921;LABCHECAP SABOEIRO;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3943518;13503479000392;LABCHECAP;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180306;32637787000940;LABORATORIO SABIN STELLA MARES;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9544445;13503479003499;LABCHECAP JARDIM APIPEMA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6480187;13503479000805;LABCHECAP CABULA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9480250;60840055038376;FLEURY S A;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
930040;16422811000463;LABORATORIO JOAO LEMOS OFICE CARIRI;CE;Juazeiro do Norte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9530371;7038425001534;LABORATORIO CLEMENTINO FRAGA LTDA;CE;Maracanaú;CONSULTORIO ISOLADO;PALC;SBPC/ML
3156583;7038425000139;LABORATORIO CLEMENTINO FRAGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366607;7038425000562;LABORATORIO CLEMENTINO FRAGA MONTESE;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366623;7038425001100;LABORATORIO CLEMENTINO FRAGA JOSE WALTER;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9661972;7038425002182;LABORATORIO CLEMENTINO FRAGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171423;61486650030767;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9400206;718528010597;LABORATORIO SABIN DE ANALISES CLINICAS ELIZA MIRANDA;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9932534;50699404001408;SANCET ARUJA;SP;Arujá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6528651;1875153000307;QUANTUM DIAGNOSTICO;SP;Atibaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6853587;44649812016050;CENTRO CLINICO ALPHAVILLE;SP;Barueri;POLICLINICA;PALC;SBPC/ML
6971814;87827689003126;POSTO DE COLETA DE LAB UNIMED PRONTO ATEND CARAVAGGIO;RS;Farroupilha;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9380922;15009798001424;POSTO DE COLETA UNIDADE CRISTO REI;MT;Várzea Grande;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6314317;61486650028940;ATALAIA MEDICINA DIAGNOSTICA;GO;Aparecida de Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7149247;1588888002808;PADRAO LABORATORIO CLINICO;GO;Caldas Novas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6922244;1588888002301;PADRAO LABORATORIO CLINICO;GO;Goianésia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970857;1588888001089;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9642803;15009798001505;LABORATORIO CARLOS CHAGAS LTDA;MT;Cuiabá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027856;718528001172;SABIN MEDICINA DIAGNOSTICA SOBRADINHO Q 6;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027708;718528000524;SABIN MEDICINA DIAGNOSTICA ED CLINICAS;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9328904;718528011992;SABIN MEDICINA DIAGNOSTICA CEILANDIA JK;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7803923;718528009904;SABIN MEDICINA DIAGNOSTICO JULIO ADNET;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7771606;718528007022;SABIN MEDICINA DIAGNOSTICA CARDIO NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5923867;718528004430;SABIN MEDICINA DIAGNOSTICA SAMAMBAIA SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5855241;718528002810;SABIN MEDICINA DIAGNOSTICA AGUAS CLARAS;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6820123;718528006131;SABIN MEDICINA DIAGNOSTICA CENTRO CLINICO SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027783;718528002225;SABIN MEDICINA DIAGNOSTICA CRUZEIRO CENTER;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7779747;718528001091;SABIN MEDICINA DIAGNOSTICA TERRACO SHOPPING;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6077978;718528004783;SABIN MEDICINA DIAGNOSTICA SOBRADINHO II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7771754;718528006727;SABIN MEDICINA DIAGNOSTICA VICENTE PIRES I;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9700846;17778754001907;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7738714;17778754001303;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6235239;1032209000795;CHECK UP POSTO DE COLETA ROOSEVELT;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9717536;17778754002113;LABORATORIO SABIN DE UNAI;MG;Unaí;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9163298;2278625002350;CONFIANCE MEDICINA DIAGNOSTICA TAQUARAL;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6729908;2278625000900;CONFIANCE MEDICINA DIAGNOSTICA GUARANI;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9879358;45697141001891;SABIN MEDICINA DIAGNOSTICA;SP;Caraguatatuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9750177;30406524000571;LABMED;RJ;Campos dos Goytacazes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6271901;50699404000436;SANCET FERRAZ;SP;Ferraz de Vasconcelos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7882386;61486650076597;FRISCHMANN AISENGART MED DIAG AGUA VERDE;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9295852;61486650076678;FRISCHMANN AISENGART MED DIAG MATEUS LEME;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7271530;44649812019823;CENTRO MEDICO FREI GALVAO SANTOS;SP;Santos;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
7408692;49649239000933;POSTO DE COLETA LABORATORIO TAJARA SANTA HELENA;SP;São José do Rio Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6697283;45697141000577;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6697305;45697141000658;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9022392;45697141001387;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9022414;45697141001468;SABIN MEDICINA DIAGNOSTICA;SP;São José dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5015804;19378769013669;DIGIMAGEM HERMES PARDINI TATUAPE;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7496532;19378769013740;DIGIMAGEM HERMES PARDINI ITAQUERA;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7943210;5465560003231;LAB GHANEM PSC JOAO COSTA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287337;75317495001310;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3076296;75317495000186;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7990537;5705576000330;LABORATORIO SAO FRANCISCO;SP;Marília;CONSULTORIO ISOLADO;PALC;SBPC/ML
9043675;61486650068144;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS NTO 02;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9068783;61486650034320;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 06;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9119469;61486650034916;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS UNID 03;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9364536;50699404001246;SANCET BRAS CUBAS;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7982496;50699404000517;SANCET CESAR;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5014352;50699404000355;SANCETINHO;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5999146;4572038000947;LABORATORIO AMARAL COSTA;PA;Barcarena;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9020233;4572038001919;LABORATORIO AMARAL COSTA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6245579;60840055008701;A MEDICINA DIAGNOSTICA;PE;Cabo de Santo Agostinho;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7581807;32637787001670;LABORATORIO SABIN;BA;Lauro de Freitas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7899912;32637787001831;LABORATORIO SABIN;BA;Camaçari;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3253996;13226436000145;LACLIN;BA;Feira de Santana;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368189;19378769001490;INSTITUTO HERMES PARDINI UNIDADE CIDADE JARDIM;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368154;19378769001903;LABORATORIO HERMES PARDINI UNIDADE CARIJOS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7054998;21516281002668;LABORATORIO GERALDO LUSTOSA UNIDADE PEDRO II;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5953448;21516281000290;LABORATORIO GERALDO LUSTOSA UNIDADE SANTA EFIGENIA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368227;19378769003868;LABORATORIO HERMES PARDINI UNIDADE OURO PRETO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9390014;21515754000669;LABORATORIO OSWALDO CRUZ FILIAL NTO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7633327;19378769005640;INSTITUTO HERMES PARDINI S A FILIAL BETANIA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7491662;21516281003206;LABORATORIO GERALDO LUSTOSA UNIDADE JUSTINOPOLIS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9969411;19378769011100;INSTITUTO HERMES PARDINI FILIAL FIAT BETIM;MG;Betim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9271295;19378769011372;INSTITUTO HERMES PARDINI FILIAL IBIRITE;MG;Ibirité;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9568174;19378769008150;INSTITUTO HERMES PARDINI UNIDADE RESSACA;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6151167;21516281000371;LABORATORIO GERALDO LUSTOSA UNIDADE CONTAGEM;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2191016;19378769000419;LABORATORIO HERMES PARDINI UNIDADE ELDORADO 1;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9275444;13503479002689;LABCHECAP PITUACU;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7091737;13503479001798;LABCHECAP COSTA AZUL;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180349;32637787001246;LABORATORIO SABIN ALPHAVILLE I;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180365;32637787000517;LABORATORIO SABIN;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3311546;13503479004622;LABCHECAP;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7534345;4978805001307;LABORATORIO PAULO C AZEVEDO;PA;Parauapebas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6081991;60840055009350;A MEDICINA DIAGNOSTICA DOMINGOS FERREIRA;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9646914;7038425002425;LABORATORIO CLEMENTINO FRAGA LTDA;CE;Quixadá;CONSULTORIO ISOLADO;PALC;SBPC/ML
5366615;7038425001291;LABORATORIO CLEMENTINO FRAGA ALDEOTA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366534;7038425000643;LABORATORIO CLEMENTINO FRAGA PARQUELANDIA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9012699;718528010406;LABORATORIO SABIN DE ANALISES CLINICAS SENSUMED;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3184676;19378769019438;DLE COPACABANA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9965386;61486650089222;VITAL BRASIL PINDAMONHANGABA;SP;Pindamonhangaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9580158;79525507000704;SABIN MEDICINA DIAGNOSTICA KOBRASOL;SC;São José;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6756875;87827689001182;POSTO DE COLETA DE LABORATORIO DE ANALISES CLINICAS UNIMED;RS;Farroupilha;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
